Date,Close
10/16/2019 16:00:00,189.55
10/17/2019 16:00:00,190.39
10/18/2019 16:00:00,185.85
10/21/2019 16:00:00,189.76
10/22/2019 16:00:00,182.34
10/23/2019 16:00:00,186.15
10/24/2019 16:00:00,186.38
10/25/2019 16:00:00,187.89
10/28/2019 16:00:00,189.4
10/29/2019 16:00:00,189.31
10/30/2019 16:00:00,188.25
10/31/2019 16:00:00,191.65
11/1/2019 16:00:00,193.62
11/4/2019 16:00:00,194.72
11/5/2019 16:00:00,194.32
11/6/2019 16:00:00,191.55
11/7/2019 16:00:00,190.42
11/8/2019 16:00:00,190.84
11/11/2019 16:00:00,189.61
11/12/2019 16:00:00,194.47
11/13/2019 16:00:00,193.19
11/14/2019 16:00:00,193.15
11/15/2019 16:00:00,195.1
11/18/2019 16:00:00,197.4
11/19/2019 16:00:00,199.32
11/20/2019 16:00:00,197.51
11/21/2019 16:00:00,197.93
11/22/2019 16:00:00,198.82
11/25/2019 16:00:00,199.79
11/26/2019 16:00:00,198.97
11/27/2019 16:00:00,202
11/29/2019 13:00:00,201.64
12/2/2019 16:00:00,199.7
12/3/2019 16:00:00,198.82
12/4/2019 16:00:00,198.71
12/5/2019 16:00:00,199.36
12/6/2019 16:00:00,201.05
12/9/2019 16:00:00,201.34
12/10/2019 16:00:00,200.87
12/11/2019 16:00:00,202.26
12/12/2019 16:00:00,196.75
12/13/2019 16:00:00,194.11
12/16/2019 16:00:00,197.92
12/17/2019 16:00:00,198.39
12/18/2019 16:00:00,202.5
12/19/2019 16:00:00,206.06
12/20/2019 16:00:00,206.3
12/23/2019 16:00:00,206.18
12/24/2019 13:00:00,205.12
12/26/2019 16:00:00,207.79
12/27/2019 16:00:00,208.1
12/30/2019 16:00:00,204.41
12/31/2019 16:00:00,205.25
